ProductKey;CustomerKey;SalesOrderNumber;OrderQuantity;UnitPrice;DueDate
535;26198;SO65574;1;24,99;14.09.2013
535;26502;SO65691;1;24,99;16.09.2013
535;26500;SO65894;1;24,99;19.09.2013
535;25345;SO66039;1;24,99;21.09.2013
535;25350;SO66219;1;24,99;24.09.2013
535;26525;SO66452;1;24,99;28.09.2013
535;25834;SO66843;1;24,99;04.10.2013
535;25880;SO66900;1;24,99;05.10.2013
535;24749;SO66963;1;24,99;06.10.2013
535;25860;SO67095;1;24,99;08.10.2013
535;26334;SO67220;1;24,99;10.10.2013
535;26046;SO67707;1;24,99;16.10.2013
535;26501;SO67708;1;24,99;16.10.2013
535;26246;SO67709;1;24,99;16.10.2013
535;26494;SO67786;1;24,99;17.10.2013
535;26479;SO67913;1;24,99;19.10.2013
535;26477;SO67982;1;24,99;20.10.2013
535;25357;SO67984;1;24,99;20.10.2013
535;24750;SO67985;1;24,99;20.10.2013
535;26685;SO68212;1;24,99;24.10.2013
535;25360;SO68289;1;24,99;25.10.2013
535;26065;SO68562;1;24,99;29.10.2013
535;26523;SO68641;1;24,99;30.10.2013
535;26203;SO68834;1;24,99;02.11.2013
535;26109;SO68906;1;24,99;03.11.2013
535;26526;SO69037;1;24,99;05.11.2013
535;25205;SO69742;1;24,99;12.11.2013
535;26648;SO70108;1;24,99;17.11.2013
535;26067;SO71038;1;24,99;30.11.2013
535;25354;SO71715;1;24,99;10.12.2013
535;26194;SO72453;1;24,99;18.12.2013
535;26072;SO72602;1;24,99;20.12.2013
535;26119;SO73123;1;24,99;27.12.2013
535;26593;SO73355;1;24,99;30.12.2013
535;26524;SO73435;1;24,99;31.12.2013
535;24926;SO73817;1;24,99;05.01.2014
535;25838;SO74197;1;24,99;11.01.2014
535;25934;SO74198;1;24,99;11.01.2014
535;26193;SO74284;1;24,99;14.01.2014
535;25881;SO74346;1;24,99;16.01.2014
535;26108;SO74386;1;24,99;17.01.2014
535;26288;SO74628;1;24,99;25.01.2014
535;26336;SO74761;1;24,99;29.01.2014
535;26008;SO74858;1;24,99;01.02.2014
535;26172;SO74981;1;24,99;05.02.2014
535;26605;SO75007;1;24,99;06.02.2014
535;25908;SO75039;1;24,99;07.02.2014
337;15199;SO46707;1;782,99;13.01.2012
333;15191;SO46765;1;782,99;20.01.2012
333;15195;SO46787;1;782,99;22.01.2012
325;15155;SO46822;1;782,99;27.01.2012
323;15193;SO46823;1;782,99;27.01.2012
321;15166;SO46842;1;782,99;29.01.2012
333;15194;SO46852;1;782,99;30.01.2012
329;15196;SO46916;1;782,99;08.02.2012
341;15203;SO47081;1;782,99;11.02.2012
329;15288;SO47083;1;782,99;11.02.2012
341;15284;SO47089;1;782,99;12.02.2012
343;15255;SO47113;1;782,99;15.02.2012
335;15200;SO47183;1;782,99;23.02.2012
333;15256;SO47206;1;782,99;26.02.2012
333;15276;SO47254;1;782,99;02.03.2012
343;15289;SO47276;1;782,99;04.03.2012
333;15280;SO47312;1;782,99;07.03.2012
341;15303;SO47465;1;782,99;13.03.2012
343;15308;SO47517;1;782,99;21.03.2012
329;15312;SO47530;1;782,99;23.03.2012
341;15314;SO47541;1;782,99;24.03.2012
321;15328;SO47561;1;782,99;27.03.2012
335;15309;SO47609;1;782,99;03.04.2012
331;15302;SO47614;1;782,99;04.04.2012
343;15329;SO47615;1;782,99;04.04.2012
329;15321;SO47639;1;782,99;07.04.2012
333;15333;SO47734;1;782,99;11.04.2012
325;15337;SO47740;1;782,99;12.04.2012
337;15343;SO47741;1;782,99;12.04.2012
325;15345;SO47773;1;782,99;17.04.2012
333;15346;SO47774;1;782,99;17.04.2012
323;15338;SO47842;1;782,99;26.04.2012
333;15339;SO47843;1;782,99;26.04.2012
323;15342;SO47849;1;782,99;27.04.2012
321;15341;SO47854;1;782,99;28.04.2012
333;15347;SO47895;1;782,99;02.05.2012
329;15349;SO47958;1;782,99;11.05.2012
329;15398;SO48096;1;782,99;12.05.2012
325;15388;SO48120;1;782,99;17.05.2012
331;15374;SO48140;1;782,99;20.05.2012
337;15379;SO48176;1;782,99;26.05.2012
337;15365;SO48221;1;782,99;02.06.2012
337;15394;SO48249;1;782,99;06.06.2012
323;15389;SO48283;1;782,99;10.06.2012
327;15473;SO48406;1;782,99;11.06.2012
325;15466;SO48437;1;782,99;14.06.2012
343;15411;SO48445;1;782,99;15.06.2012
327;15471;SO48447;1;782,99;15.06.2012
333;15404;SO48466;1;782,99;17.06.2012
337;15433;SO48468;1;782,99;17.06.2012
321;15417;SO48513;1;782,99;21.06.2012
339;15427;SO48514;1;782,99;21.06.2012
325;15399;SO48555;1;782,99;24.06.2012
343;15428;SO48582;1;782,99;27.06.2012
325;15429;SO48636;1;782,99;02.07.2012
337;15474;SO48637;1;782,99;02.07.2012
335;15475;SO48638;1;782,99;02.07.2012
339;15432;SO48649;1;782,99;03.07.2012
333;15467;SO48661;1;782,99;04.07.2012
327;15410;SO48711;1;782,99;09.07.2012
335;15517;SO48811;1;782,99;13.07.2012
333;15497;SO48818;1;782,99;14.07.2012
337;15520;SO48853;1;782,99;19.07.2012
335;15483;SO48872;1;782,99;21.07.2012
329;15482;SO48888;1;782,99;23.07.2012
335;15481;SO48915;1;782,99;26.07.2012
325;15480;SO48925;1;782,99;27.07.2012
331;15518;SO48935;1;782,99;28.07.2012
323;15484;SO48982;1;782,99;03.08.2012
333;15500;SO48983;1;782,99;03.08.2012
325;15506;SO48994;1;782,99;04.08.2012
325;15501;SO49027;1;782,99;10.08.2012
341;15525;SO49189;1;782,99;13.08.2012
325;15521;SO49215;1;782,99;15.08.2012
321;15537;SO49235;1;782,99;17.08.2012
337;15527;SO49310;1;782,99;25.08.2012
331;15547;SO49350;1;782,99;29.08.2012
337;15542;SO49380;1;782,99;01.09.2012
333;15553;SO49381;1;782,99;01.09.2012
339;15540;SO49399;1;782,99;04.09.2012
323;15535;SO49408;1;782,99;04.09.2012
327;15538;SO49430;1;782,99;06.09.2012
333;15548;SO49431;1;782,99;06.09.2012
335;15532;SO49442;1;782,99;08.09.2012
337;15739;SO49554;1;782,99;09.09.2012
343;15554;SO49611;1;782,99;15.09.2012
325;15557;SO49629;1;782,99;17.09.2012
341;15750;SO49657;1;782,99;20.09.2012
331;15555;SO49736;1;782,99;28.09.2012
343;15570;SO49771;1;782,99;04.10.2012
329;15568;SO49797;1;782,99;07.10.2012
327;15768;SO49969;1;782,99;17.10.2012
327;15769;SO49970;1;782,99;17.10.2012
341;15780;SO50023;1;782,99;22.10.2012
341;15841;SO50041;1;782,99;24.10.2012
327;15770;SO50042;1;782,99;24.10.2012
339;15862;SO50073;1;782,99;27.10.2012
321;15781;SO50093;1;782,99;29.10.2012
321;15852;SO50099;1;782,99;30.10.2012
341;15844;SO50122;1;782,99;02.11.2012
341;15865;SO50137;1;782,99;03.11.2012
321;15873;SO50160;1;782,99;05.11.2012
329;15915;SO50331;1;782,99;09.11.2012
335;15948;SO50352;1;782,99;11.11.2012
331;15897;SO50418;1;782,99;16.11.2012
341;15904;SO50514;1;782,99;27.11.2012
343;15890;SO50571;1;782,99;02.12.2012
329;15899;SO50572;1;782,99;02.12.2012
327;15909;SO50581;1;782,99;03.12.2012
321;15886;SO50609;1;782,99;06.12.2012
339;15941;SO50610;1;782,99;06.12.2012
333;15908;SO50632;1;782,99;08.12.2012
327;15903;SO50652;1;782,99;09.12.2012
323;15972;SO50792;1;782,99;12.12.2012
335;15989;SO50801;1;782,99;13.12.2012
325;15961;SO50831;1;782,99;16.12.2012
325;15953;SO50847;1;782,99;17.12.2012
335;15986;SO50848;1;782,99;17.12.2012
343;15964;SO50867;1;782,99;19.12.2012
333;15983;SO50899;1;782,99;22.12.2012
333;15984;SO50923;1;782,99;24.12.2012
321;15954;SO50966;1;782,99;28.12.2012
321;15965;SO50967;1;782,99;28.12.2012
329;15968;SO50968;1;782,99;28.12.2012
341;15990;SO51005;1;782,99;01.01.2013
329;15949;SO51032;1;782,99;04.01.2013
329;15985;SO51057;1;782,99;06.01.2013
339;15992;SO51067;1;782,99;07.01.2013
590;13741;SO51364;1;769,49;20.01.2013
590;13746;SO51609;1;769,49;04.02.2013
589;13854;SO52511;1;769,49;21.02.2013
590;13856;SO52876;1;769,49;28.02.2013
588;13862;SO52921;1;769,49;01.03.2013
587;13871;SO53234;1;769,49;07.03.2013
588;13855;SO53389;1;769,49;10.03.2013
590;13877;SO53437;1;769,49;11.03.2013
590;13915;SO53758;1;769,49;14.03.2013
588;13925;SO54089;1;769,49;20.03.2013
588;13939;SO54131;1;769,49;21.03.2013
588;13938;SO54572;1;769,49;29.03.2013
589;13986;SO54922;1;769,49;04.04.2013
587;14017;SO55439;1;769,49;12.04.2013
588;14104;SO55490;1;769,49;13.04.2013
587;14024;SO55720;1;769,49;17.04.2013
587;13993;SO55792;1;769,49;18.04.2013
587;14095;SO56056;1;769,49;23.04.2013
587;14105;SO56057;1;769,49;23.04.2013
589;13992;SO56104;1;769,49;24.04.2013
589;14089;SO56363;1;769,49;29.04.2013
589;14037;SO56680;1;769,49;05.05.2013
587;14106;SO56940;1;769,49;10.05.2013
587;14285;SO57623;1;769,49;19.05.2013
587;14270;SO57826;1;769,49;23.05.2013
587;14560;SO59242;1;769,49;13.06.2013
590;14378;SO59243;1;769,49;13.06.2013
588;14413;SO59374;1;769,49;15.06.2013
587;18936;SO59375;1;769,49;15.06.2013
589;14559;SO59376;1;769,49;15.06.2013
587;14406;SO59746;1;769,49;20.06.2013
589;14364;SO60230;1;769,49;27.06.2013
587;14565;SO60730;1;769,49;05.07.2013
588;14386;SO60731;1;769,49;05.07.2013
587;14415;SO61009;1;769,49;09.07.2013
588;14365;SO61010;1;769,49;09.07.2013
588;14414;SO61152;1;769,49;11.07.2013
590;14580;SO61356;1;769,49;13.07.2013
589;14591;SO61834;1;769,49;21.07.2013
588;14590;SO62128;1;769,49;26.07.2013
587;18942;SO62210;1;769,49;27.07.2013
587;14639;SO62211;1;769,49;27.07.2013
588;14589;SO62212;1;769,49;27.07.2013
588;14614;SO62377;1;769,49;30.07.2013
589;12768;SO62378;1;769,49;30.07.2013
590;18947;SO63335;1;769,49;12.08.2013
587;14646;SO63469;1;769,49;14.08.2013
588;14649;SO63470;1;769,49;14.08.2013
590;14653;SO63666;1;769,49;17.08.2013
587;14662;SO64035;1;769,49;23.08.2013
589;14645;SO64424;1;769,49;29.08.2013
587;18948;SO64653;1;769,49;01.09.2013
588;14647;SO64835;1;769,49;04.09.2013
587;14652;SO65060;1;769,49;08.09.2013
588;14738;SO65489;1;769,49;12.09.2013
588;14756;SO65666;1;769,49;15.09.2013
589;14740;SO65722;1;769,49;16.09.2013
588;14852;SO66243;1;769,49;24.09.2013
587;13039;SO66297;1;769,49;25.09.2013
589;14746;SO66298;1;769,49;25.09.2013
589;18953;SO66404;1;769,49;27.09.2013
588;14739;SO66476;1;769,49;28.09.2013
590;14741;SO66684;1;769,49;01.10.2013
587;14752;SO66738;1;769,49;02.10.2013
587;14750;SO66864;1;769,49;04.10.2013
588;14747;SO67236;1;769,49;10.10.2013
590;14755;SO67238;1;769,49;10.10.2013
587;14902;SO67545;1;769,49;13.10.2013
590;15191;SO67618;1;769,49;14.10.2013
587;14895;SO68061;1;769,49;21.10.2013
588;15016;SO68062;1;769,49;21.10.2013
590;15005;SO68245;1;769,49;24.10.2013
587;14912;SO68322;1;769,49;25.10.2013
589;14891;SO68377;1;769,49;26.10.2013
587;14892;SO68378;1;769,49;26.10.2013
588;14896;SO68657;1;769,49;30.10.2013
587;14913;SO68658;1;769,49;30.10.2013
588;14879;SO68856;1;769,49;02.11.2013
589;14914;SO69058;1;769,49;05.11.2013
590;14868;SO69287;1;769,49;08.11.2013
590;15289;SO69705;1;769,49;11.11.2013
588;15312;SO69763;1;769,49;12.11.2013
587;15333;SO69764;1;769,49;12.11.2013
587;15308;SO69765;1;769,49;12.11.2013
587;15342;SO69983;1;769,49;15.11.2013
587;13057;SO70139;1;769,49;17.11.2013
587;15255;SO70215;1;769,49;18.11.2013
589;15338;SO70427;1;769,49;21.11.2013
588;15347;SO70641;1;769,49;24.11.2013
589;15339;SO70716;1;769,49;25.11.2013
589;15314;SO70850;1;769,49;27.11.2013
587;15256;SO70990;1;769,49;29.11.2013
588;18954;SO71254;1;769,49;03.12.2013
587;15337;SO71464;1;769,49;06.12.2013
587;15343;SO71539;1;769,49;07.12.2013
587;15341;SO71668;1;769,49;09.12.2013
589;15410;SO71669;1;769,49;09.12.2013
590;15288;SO71670;1;769,49;09.12.2013
589;15473;SO72045;1;769,49;12.12.2013
587;15433;SO72096;1;769,49;13.12.2013
587;15471;SO72162;1;769,49;14.12.2013
590;15432;SO72318;1;769,49;16.12.2013
589;15506;SO72405;1;769,49;17.12.2013
587;15466;SO72481;1;769,49;18.12.2013
588;15525;SO72693;1;769,49;21.12.2013
589;15428;SO72696;1;769,49;21.12.2013
589;15474;SO72907;1;769,49;24.12.2013
588;15427;SO72908;1;769,49;24.12.2013
589;15532;SO73307;1;769,49;29.12.2013
589;15538;SO73467;1;769,49;31.12.2013
589;15537;SO73616;1;769,49;02.01.2014
590;18956;SO73617;1;769,49;02.01.2014
587;15547;SO73912;1;769,49;06.01.2014
587;15467;SO74066;1;769,49;08.01.2014
589;15475;SO74068;1;769,49;08.01.2014
354;26201;SO46786;1; 2 071,42 ;22.01.2012
356;26121;SO46817;1; 2 071,42 ;26.01.2012
352;26241;SO46883;1; 2 071,42 ;03.02.2012
356;26120;SO46894;1; 2 071,42 ;05.02.2012
354;26183;SO46895;1; 2 071,42 ;05.02.2012
356;26245;SO46914;1; 2 071,42 ;08.02.2012
354;26283;SO47096;1; 2 071,42 ;13.02.2012
356;26290;SO47140;1; 2 071,42 ;18.02.2012
352;26281;SO47169;1; 2 071,42 ;22.02.2012
352;26301;SO47205;1; 2 071,42 ;26.02.2012
354;26303;SO47310;1; 2 071,42 ;07.03.2012
356;26320;SO47461;1; 2 071,42 ;12.03.2012
352;26307;SO47505;1; 2 071,42 ;20.03.2012
354;26342;SO47852;1; 2 071,42 ;28.04.2012
352;26481;SO47883;1; 2 071,42 ;01.05.2012
356;26484;SO47950;1; 2 071,42 ;10.05.2012
356;26546;SO48100;1; 2 071,42 ;13.05.2012
352;26534;SO48128;1; 2 071,42 ;18.05.2012
352;26536;SO48152;1; 2 071,42 ;22.05.2012
354;26545;SO48175;1; 2 071,42 ;26.05.2012
352;26499;SO48193;1; 2 071,42 ;29.05.2012
356;26601;SO48201;1; 2 071,42 ;30.05.2012
352;26538;SO48206;1; 2 071,42 ;31.05.2012
354;26511;SO48219;1; 2 071,42 ;02.06.2012
354;26510;SO48229;1; 2 071,42 ;04.06.2012
356;26532;SO48242;1; 2 071,42 ;05.06.2012
356;26634;SO48415;1; 2 071,42 ;12.06.2012
356;26626;SO48465;1; 2 071,42 ;17.06.2012
352;26641;SO48473;1; 2 071,42 ;17.06.2012
352;26611;SO48477;1; 2 071,42 ;18.06.2012
354;26631;SO48510;1; 2 071,42 ;21.06.2012
352;26617;SO48527;1; 2 071,42 ;22.06.2012
352;26650;SO48597;1; 2 071,42 ;28.06.2012
356;26646;SO48609;1; 2 071,42 ;29.06.2012
356;26681;SO48640;1; 2 071,42 ;02.07.2012
354;26610;SO48648;1; 2 071,42 ;03.07.2012
356;26607;SO48660;1; 2 071,42 ;04.07.2012
352;26608;SO48679;1; 2 071,42 ;06.07.2012
352;26708;SO48799;1; 2 071,42 ;12.07.2012
352;26695;SO48834;1; 2 071,42 ;16.07.2012
352;26786;SO48861;1; 2 071,42 ;20.07.2012
352;26805;SO48862;1; 2 071,42 ;20.07.2012
352;26718;SO48863;1; 2 071,42 ;20.07.2012
356;26811;SO48887;1; 2 071,42 ;23.07.2012
356;26705;SO48906;1; 2 071,42 ;25.07.2012
354;26710;SO48934;1; 2 071,42 ;28.07.2012
356;27054;SO49176;1; 2 071,42 ;12.08.2012
354;27020;SO49211;1; 2 071,42 ;15.08.2012
352;27078;SO49222;1; 2 071,42 ;16.08.2012
356;27056;SO49268;1; 2 071,42 ;20.08.2012
356;27077;SO49285;1; 2 071,42 ;23.08.2012
356;27076;SO49358;1; 2 071,42 ;30.08.2012
354;27021;SO49406;1; 2 071,42 ;04.09.2012
354;27087;SO49563;1; 2 071,42 ;10.09.2012
352;27107;SO49572;1; 2 071,42 ;11.09.2012
352;27092;SO49591;1; 2 071,42 ;13.09.2012
356;27079;SO49655;1; 2 071,42 ;20.09.2012
352;27080;SO49669;1; 2 071,42 ;21.09.2012
356;27108;SO49683;1; 2 071,42 ;23.09.2012
356;27106;SO49724;1; 2 071,42 ;27.09.2012
354;27094;SO49765;1; 2 071,42 ;03.10.2012
354;27093;SO49795;1; 2 071,42 ;07.10.2012
356;27195;SO50029;1; 2 071,42 ;23.10.2012
356;27212;SO50036;1; 2 071,42 ;24.10.2012
352;27206;SO50052;1; 2 071,42 ;25.10.2012
354;27239;SO50080;1; 2 071,42 ;28.10.2012
352;27114;SO50124;1; 2 071,42 ;02.11.2012
352;27227;SO50128;1; 2 071,42 ;03.11.2012
354;27257;SO50178;1; 2 071,42 ;08.11.2012
356;27447;SO50323;1; 2 071,42 ;09.11.2012
356;27289;SO50341;1; 2 071,42 ;10.11.2012
356;27405;SO50347;1; 2 071,42 ;11.11.2012
356;27258;SO50385;1; 2 071,42 ;14.11.2012
352;27266;SO50388;1; 2 071,42 ;14.11.2012
354;27273;SO50413;1; 2 071,42 ;16.11.2012
356;27418;SO50512;1; 2 071,42 ;27.11.2012
352;27423;SO50517;1; 2 071,42 ;27.11.2012
356;27448;SO50550;1; 2 071,42 ;01.12.2012
352;27452;SO50585;1; 2 071,42 ;04.12.2012
354;27287;SO50590;1; 2 071,42 ;04.12.2012
354;27294;SO50606;1; 2 071,42 ;06.12.2012
354;27296;SO50617;1; 2 071,42 ;07.12.2012
354;27277;SO50619;1; 2 071,42 ;07.12.2012
352;27427;SO50643;1; 2 071,42 ;09.12.2012
354;27575;SO50788;1; 2 071,42 ;12.12.2012
356;27547;SO50814;1; 2 071,42 ;15.12.2012
352;27537;SO50837;1; 2 071,42 ;17.12.2012
352;27573;SO50838;1; 2 071,42 ;17.12.2012
356;27534;SO50861;1; 2 071,42 ;19.12.2012
356;27541;SO50862;1; 2 071,42 ;19.12.2012
356;27552;SO50863;1; 2 071,42 ;19.12.2012
354;27572;SO50885;1; 2 071,42 ;21.12.2012
354;27569;SO50896;1; 2 071,42 ;22.12.2012
356;27508;SO50937;1; 2 071,42 ;26.12.2012
352;27527;SO50947;1; 2 071,42 ;27.12.2012
354;27468;SO50955;1; 2 071,42 ;28.12.2012
354;27554;SO50956;1; 2 071,42 ;28.12.2012
356;27460;SO50969;1; 2 071,42 ;29.12.2012
354;27540;SO50980;1; 2 071,42 ;30.12.2012
356;27544;SO50996;1; 2 071,42 ;31.12.2012
352;27571;SO51072;1; 2 071,42 ;08.01.2013
565;28672;SO51400;1;742,35;22.01.2013
566;26307;SO51433;1;742,35;24.01.2013
586;26309;SO51564;1;742,35;01.02.2013
585;28673;SO52517;1;742,35;21.02.2013
565;26315;SO53124;1;742,35;05.03.2013
566;28674;SO53125;1;742,35;05.03.2013
570;24275;SO53391;1;742,35;10.03.2013
569;28840;SO53767;1;742,35;14.03.2013
569;24492;SO53823;1;742,35;15.03.2013
571;24447;SO53914;1;742,35;17.03.2013
586;28842;SO54305;1;742,35;24.03.2013
585;26329;SO54518;1;742,35;28.03.2013
569;28844;SO54926;1;742,35;04.04.2013
568;26351;SO56063;1;742,35;23.04.2013
570;28847;SO56116;1;742,35;24.04.2013
566;26344;SO56217;1;742,35;26.04.2013
566;26484;SO56325;1;742,35;28.04.2013
566;26486;SO56370;1;742,35;29.04.2013
570;26499;SO57363;1;742,35;14.05.2013
565;24648;SO58118;1;742,35;28.05.2013
565;29004;SO58768;1;742,35;08.06.2013
567;26579;SO59255;1;742,35;13.06.2013
569;26601;SO59256;1;742,35;13.06.2013
570;29128;SO59257;1;742,35;13.06.2013
571;29166;SO59258;1;742,35;13.06.2013
585;29019;SO59333;1;742,35;14.06.2013
567;26607;SO59334;1;742,35;14.06.2013
571;24753;SO59637;1;742,35;18.06.2013
570;29111;SO59697;1;742,35;19.06.2013
569;29032;SO59966;1;742,35;23.06.2013
567;26575;SO60299;1;742,35;28.06.2013
585;29138;SO60301;1;742,35;28.06.2013
568;29048;SO60615;1;742,35;03.07.2013
569;29011;SO60688;1;742,35;04.07.2013
566;26546;SO60689;1;742,35;04.07.2013
569;26608;SO60750;1;742,35;05.07.2013
570;29201;SO61363;1;742,35;13.07.2013
569;29221;SO61474;1;742,35;15.07.2013
570;24957;SO61528;1;742,35;16.07.2013
567;29203;SO61589;1;742,35;17.07.2013
569;24955;SO61721;1;742,35;19.07.2013
571;24956;SO61722;1;742,35;19.07.2013
586;26617;SO62224;1;742,35;27.07.2013
585;29168;SO62680;1;742,35;04.08.2013
570;26618;SO63050;1;742,35;10.08.2013
569;29237;SO64109;1;742,35;24.08.2013
568;25081;SO64664;1;742,35;01.09.2013
568;29255;SO66195;1;742,35;23.09.2013
571;26627;SO66308;1;742,35;25.09.2013
571;29238;SO66550;1;742,35;29.09.2013
565;26631;SO66753;1;742,35;02.10.2013
565;29239;SO66874;1;742,35;04.10.2013
565;26626;SO67005;1;742,35;06.10.2013
570;29252;SO67192;1;742,35;09.10.2013
565;29275;SO67466;1;742,35;12.10.2013
567;29264;SO67830;1;742,35;17.10.2013
567;29265;SO68072;1;742,35;21.10.2013
572;29279;SO68389;1;742,35;26.10.2013
571;29278;SO68725;1;742,35;31.10.2013
567;25362;SO68794;1;742,35;01.11.2013
571;26633;SO69227;1;742,35;07.11.2013
567;26635;SO69851;1;742,35;13.11.2013
585;11175;SO69993;1;742,35;15.11.2013
567;11191;SO70229;1;742,35;18.11.2013
567;11082;SO70231;1;742,35;18.11.2013
570;11171;SO70299;1;742,35;19.11.2013
569;11088;SO70654;1;742,35;24.11.2013
569;11168;SO70924;1;742,35;28.11.2013
571;26634;SO71079;1;742,35;30.11.2013
569;11090;SO71269;1;742,35;03.12.2013
572;25365;SO72335;1;742,35;16.12.2013
570;26647;SO72419;1;742,35;17.12.2013
566;26681;SO72497;1;742,35;18.12.2013
565;26645;SO72627;1;742,35;20.12.2013
567;26646;SO72925;1;742,35;24.12.2013
566;11257;SO73079;1;742,35;26.12.2013
568;25856;SO73242;1;742,35;28.12.2013
586;11252;SO73397;1;742,35;30.12.2013
567;11261;SO73768;1;742,35;04.01.2014
571;26676;SO74078;1;742,35;08.01.2014
377;12947;SO46685;1; 2 181,56 ;11.01.2012
373;13210;SO46693;1; 2 181,56 ;12.01.2012
373;13220;SO46694;1; 2 181,56 ;12.01.2012
375;13060;SO46734;1; 2 181,56 ;16.01.2012
377;12934;SO46751;1; 2 181,56 ;19.01.2012
375;13202;SO46763;1; 2 181,56 ;20.01.2012
377;13068;SO46771;1; 2 181,56 ;21.01.2012
375;13225;SO46774;1; 2 181,56 ;21.01.2012
379;12942;SO46780;1; 2 181,56 ;22.01.2012
371;12975;SO46782;1; 2 181,56 ;22.01.2012
373;13190;SO46785;1; 2 181,56 ;22.01.2012
379;13152;SO46813;1; 2 181,56 ;26.01.2012
371;13165;SO46814;1; 2 181,56 ;26.01.2012
379;12923;SO46834;1; 2 181,56 ;28.01.2012
375;12922;SO46838;1; 2 181,56 ;29.01.2012
375;13212;SO46913;1; 2 181,56 ;08.02.2012
375;13359;SO47079;1; 2 181,56 ;11.02.2012
373;13378;SO47086;1; 2 181,56 ;12.02.2012
379;13279;SO47104;1; 2 181,56 ;14.02.2012
371;13362;SO47122;1; 2 181,56 ;16.02.2012
375;13325;SO47125;1; 2 181,56 ;16.02.2012
371;13326;SO47126;1; 2 181,56 ;16.02.2012
379;13357;SO47133;1; 2 181,56 ;17.02.2012
371;13348;SO47137;1; 2 181,56 ;17.02.2012
375;13238;SO47139;1; 2 181,56 ;18.02.2012
375;13324;SO47147;1; 2 181,56 ;19.02.2012
379;13382;SO47191;1; 2 181,56 ;24.02.2012
373;13247;SO47200;1; 2 181,56 ;25.02.2012
375;13237;SO47228;1; 2 181,56 ;28.02.2012
375;13340;SO47248;1; 2 181,56 ;01.03.2012
377;13298;SO47258;1; 2 181,56 ;02.03.2012
375;13250;SO47265;1; 2 181,56 ;03.03.2012
377;13316;SO47309;1; 2 181,56 ;07.03.2012
375;13273;SO47318;1; 2 181,56 ;08.03.2012
377;13315;SO47320;1; 2 181,56 ;08.03.2012
377;13400;SO47324;1; 2 181,56 ;09.03.2012
373;13278;SO47325;1; 2 181,56 ;09.03.2012
379;13288;SO47326;1; 2 181,56 ;09.03.2012
371;13446;SO47467;1; 2 181,56 ;13.03.2012
379;13426;SO47488;1; 2 181,56 ;17.03.2012
377;13429;SO47529;1; 2 181,56 ;23.03.2012
373;13433;SO47582;1; 2 181,56 ;30.03.2012
371;13447;SO47637;1; 2 181,56 ;07.04.2012
375;13461;SO47733;1; 2 181,56 ;11.04.2012
371;13482;SO47760;1; 2 181,56 ;14.04.2012
375;13453;SO47789;1; 2 181,56 ;20.04.2012
375;13464;SO47882;1; 2 181,56 ;01.05.2012
377;13477;SO47949;1; 2 181,56 ;10.05.2012
377;13702;SO48192;1; 2 181,56 ;29.05.2012
373;13700;SO48239;1; 2 181,56 ;05.06.2012
377;13487;SO48280;1; 2 181,56 ;10.06.2012
371;13492;SO48281;1; 2 181,56 ;10.06.2012
375;13734;SO48464;1; 2 181,56 ;17.06.2012
377;13736;SO48508;1; 2 181,56 ;21.06.2012
375;13724;SO48526;1; 2 181,56 ;22.06.2012
377;13726;SO48571;1; 2 181,56 ;26.06.2012
379;13741;SO48579;1; 2 181,56 ;27.06.2012
371;13725;SO48617;1; 2 181,56 ;30.06.2012
377;13715;SO48670;1; 2 181,56 ;05.07.2012
373;13856;SO48898;1; 2 181,56 ;24.07.2012
375;13855;SO48979;1; 2 181,56 ;03.08.2012
379;13862;SO48992;1; 2 181,56 ;04.08.2012
375;13865;SO49171;1; 2 181,56 ;12.08.2012
377;13871;SO49251;1; 2 181,56 ;19.08.2012
371;13866;SO49305;1; 2 181,56 ;25.08.2012
373;13886;SO49306;1; 2 181,56 ;25.08.2012
373;13883;SO49354;1; 2 181,56 ;30.08.2012
379;13877;SO49391;1; 2 181,56 ;02.09.2012
371;13903;SO49910;1; 2 181,56 ;11.10.2012
373;13904;SO50154;1; 2 181,56 ;05.11.2012
371;13905;SO50167;1; 2 181,56 ;06.11.2012
375;13912;SO50434;1; 2 181,56 ;18.11.2012
371;13915;SO50532;1; 2 181,56 ;29.11.2012
377;13927;SO50556;1; 2 181,56 ;01.12.2012
377;13939;SO50570;1; 2 181,56 ;02.12.2012
371;13938;SO50649;1; 2 181,56 ;09.12.2012
371;13948;SO50898;1; 2 181,56 ;22.12.2012
375;13949;SO51056;1; 2 181,56 ;06.01.2013
368;13039;SO46690;1; 2 443,35 ;12.01.2012
368;13142;SO46691;1; 2 443,35 ;12.01.2012
370;13059;SO46704;1; 2 443,35 ;13.01.2012
368;12918;SO46723;1; 2 443,35 ;15.01.2012
368;13057;SO46746;1; 2 443,35 ;18.01.2012
370;13019;SO46800;1; 2 443,35 ;24.01.2012
370;13221;SO46850;1; 2 443,35 ;30.01.2012
370;12935;SO46856;1; 2 443,35 ;31.01.2012
370;13205;SO46859;1; 2 443,35 ;31.01.2012
370;12926;SO46877;1; 2 443,35 ;03.02.2012
368;12921;SO46890;1; 2 443,35 ;05.02.2012
370;13246;SO47068;1; 2 443,35 ;10.02.2012
370;13287;SO47180;1; 2 443,35 ;23.02.2012
368;13329;SO47181;1; 2 443,35 ;23.02.2012
368;13314;SO47226;1; 2 443,35 ;28.02.2012
